2	1	0	8	0	0	0	0	2	1	0	0	0	0	0	0	12	0	0	9	0	0	0	2	0	0	0	174	157	0	2	9	14	187	2	39	6	7	0	0	0	8	0	0	0	0	0	13	0	0	2	2	2	7	1	0	8	3	0	2	0	0	10	0	7	0	0	0	3	9	0	0	0	0	56	0	0	0	7	3	0	2	0	0	0	0	0	0	0	0	76	0	2	0	0	0	9	14	5	0	1	2	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	5	5	0	0	1	0
2	-1	0	6	0	0	6	0	0	1	0	0	0	0	0	0	-10	0	0	-9	0	0	0	-2	0	0	0	104	199	0	2	5	10	69	-2	31	-4	3	0	2	0	-8	4	0	0	0	0	37	0	0	12	-2	-2	-7	-1	0	36	-3	0	-2	0	0	-2	8	-3	0	0	0	7	21	0	0	0	0	36	14	0	0	-7	-3	0	2	0	0	0	0	0	0	0	0	22	0	-2	0	0	0	3	-2	-5	0	-1	-2	0	0	-2	0	0	0	0	0	4	0	0	-1	0	0	0	-5	-5	0	0	-1	0
2	-1.87	0	9.68	0	0.39	13.42	4.81	-0.48	2.04	0	0	0	0	0	0	-18.53	0	0	-16.7	0.13	0	0	-3.61	0	0	0	69.91	217.4	0	1.87	4.56	9.3	23	-2.7	30.25	-7.83	1.26	0	2.74	0	-14.57	5.61	0	0	0	0	46.14	0	0	15.44	-3.61	-3.22	-12.18	-1.87	0	47.92	-5.61	0	-3.74	0	0	-6.31	11.22	-6.96	0	0	0	8.87	26.48	0	0	0	0	26.26	19.31	0	0	-12.44	-5.61	0	1.74	0	0	0	0	0.52	0	0	0	1.37	0	-3.22	0	0	0	1.78E-15	-6.49	-9.35	0.52	-1.87	-3.74	0	0	-5.74	0	0	0	0	0	5.48	0	0	-1.61	0	0.78	0	-9.35	-9.35	0	0.52	-1.87	0
6.68	2.3431	0	13.4416	0.13	0.6893	20.6354	5.2947	6.8924	5.1348	0	0	0	0.13	0	0	-25.2511	0	0	-23.229	0.4031	0	0	-4.9207	0	0.26	0	44.4917	228.648	0	2.8969	3.1072	7.041	-20.26	-4.049	31.3875	-10.8921	-0.4538	0	3.9738	0	-20.3459	6.7907	0	0	0.52	0	53.1718	0	1.17	19.7628	-5.0507	-3.8414	-16.1366	-2.5969	0	59.6304	-7.7907	0	-5.1938	0	0	-10.9697	14.1014	-10.5552	0	0.39	0	9.6869	32.6876	0	0	0	0	22.6562	23.4097	0	0	-16.5528	-7.7907	0	1.7138	0	0	0	0.26	1.4824	0	0	0	-12.8981	0	-4.6214	0	0	0	-2.22	-11.0163	-12.9845	0.5724	-2.5969	-5.1938	0	0	-8.0238	0	0	0	0	0	6.6476	0	0	-2.3107	0	1.5086	0	-12.5945	-12.9845	0	0.9624	-2.5969	0
7.8016	7.204597	0	16.783792	0.1431	0.737991	27.910198	5.832089	7.670788	15.636076	0	0	0	0.1431	0	0	-30.502557	0	0	-27.62823	0.436797	0	0	-6.052709	0	0.4162	0	18.430479	235.41176	0	4.294203	1.106464	5.46667	-54.6962	-4.23163	32.219625	-13.691227	-1.632606	0	4.465006	0	-24.933833	7.649609	0.13	0	0.8324	0	57.255266	0	1.4179	21.760436	-6.195809	-4.755418	-19.883442	-3.173203	0	66.540848	-9.519609	0.26	-6.346406	0	0	-14.544339	16.131618	-13.544224	0	0.4293	0	11.301503	39.593812	0	0	0	0	21.113094	26.397139	0	0	-20.457736	-9.519609	0	1.698806	0	0	0	0.2862	1.604088	0	0	0	-27.522447	0	-5.744018	0	0	0	-4.6214	-14.729481	-15.476015	0.602388	-3.173203	-6.346406	0	0	-10.408506	0	0	0	0	0	7.499012	0	1.04	-2.742009	0	1.619082	0	-15.436715	-15.866015	0	1.031688	-2.913203	0
8.396992	7.82380639	0	19.59825104	0.150597	0.88967317	30.27021026	6.07077643	12.58121356	17.62814212	0	0	0	0.150597	0.13	0	-34.46379159	0	0	-31.3586901	0.45402039	0	0	-6.88993583	0	0.444294	0	1.69246573	245.7867912	0	4.61294961	0.31260768	5.1957729	-76.587894	-4.9690481	37.16194875	-14.98970449	-2.62455322	0	4.77314122	0	-28.31495771	8.97313883	0.5331	0.52	0.888588	0	59.75272742	0	1.498473	24.20549532	-7.04053283	-5.53537166	-21.97909654	-3.46667961	0	75.28402576	-10.79003883	0.4162	-7.19335922	0	0	-17.49518393	17.27486566	-15.92801888	0	0.451791	0	11.51560061	44.26158844	0	0	0	0	21.11090578	28.29391993	0	0	-22.18844632	-10.79003883	0	1.43434722	0	0	0	0.301194	1.66548456	0	0	0	-35.72868589	0	-6.58205366	0	0	0	-5.574018	-17.03945947	-17.55409805	0.61130556	-3.59667961	-6.93335922	0	0	-12.08248622	0.13	0	0	0	0	8.04031244	0	1.1448	-3.14792683	0	1.66994334	0	-17.53160705	-17.72339805	0	1.06309656	-3.31047961	0
12.96093504	8.856380649	0	24.82331664	0.41282639	1.289496928	31.24611499	6.133471824	13.34316016	19.88215736	0.13	0	0	0.41282639	0.1431	0	-34.63498897	0	0	-33.51534349	0.455900829	0	0	-6.786741902	0	0.71624978	0	-11.37252018	259.4507155	0	5.891433071	0.348758762	4.786092323	-79.03278178	-5.483652947	38.40518166	-16.0186431	-2.148569121	0.39	4.907268681	0.13	-30.50852122	9.555121512	0.579897	0.5724	2.86249956	0	62.39786088	0	1.52603451	27.40988385	-7.589568292	-6.071268804	-21.33581273	-3.336808171	0	78.57436497	-11.60972451	0.444294	-7.739816341	0	0	-18.81608885	17.78554258	-17.59559371	0	0.45847917	0	13.31282044	49.14473958	0	0	1.17	0	23.34560921	29.15220517	0	0.13	-22.94043222	-11.60972451	0	1.153303901	0	0	0	0.30565278	2.710776927	0	0	0	-37.18244031	0	-6.878824144	0	0	0	-6.64415366	-17.17725631	-18.89774985	0.600992197	-3.869908171	-7.453616341	0	0	-12.51659383	0.7931	0	0	0	0	8.286273463	0	1.204776	-3.418815072	0	1.665620246	0	-18.89106168	-19.06334085	0	1.059471367	-3.568714171	0
14.11965572	8.950006063	0	28.08117619	0.566448049	1.310653402	31.50704579	5.905893524	13.22861729	20.53430636	0.1431	0	0	0.436448049	0.150597	0	-34.91001695	0	0	-34.65087123	0.4439162	0	0	-6.86026511	0	1.519522489	0	-27.9198319	267.264726	0.26	6.545325193	-0.439168028	3.753797034	-85.94219733	-5.782287721	40.82193583	-16.76412855	-2.825726359	0.8193	4.880765336	0.1431	-30.13747274	9.592252281	0.60461739	0.992388	3.703144977	0	63.46654516	0.39	1.505058834	27.63153701	-7.856013159	-6.11143817	-22.01678292	-3.41981963	0	80.17843931	-11.99914989	0.45624978	-7.99943326	0	0	-18.06042061	17.71158554	-18.04854324	0	0.450744148	0	13.03093368	50.05523342	0	0	1.2879	0	23.12647402	29.05009573	0	0.1431	-23.72900656	-11.99914989	0	1.255765798	0	0	0	0.300496099	2.77021675	0	0	0	-39.03534609	0	-7.139552856	0	0	0	-6.637951144	-16.80595577	-19.54010398	0.573680405	-3.99971663	-7.69823926	0	0	-13.10179287	0.866097	0	0	0	0	8.259050179	0	1.22261112	-3.560050038	0	1.611760854	0	-18.767839	-19.69738915	0	1.024424553	-3.69406385	0
14.71891467	8.925768754	0	30.55081449	2.537714101	1.680374627	30.65667214	5.523896248	12.85867019	20.88521127	0.150597	0	0	0.444614101	0.15282639	0	-33.74024162	0	0	-32.68332006	0.419812547	0	0	-6.820628044	0	1.596882252	0	-37.51481749	275.4393936	0.4162	6.337468348	-0.525127097	3.932117363	-84.9524054	-5.877590386	42.38235651	-16.6721416	-3.190396082	0.881091	4.710489365	0.150597	-27.78940492	9.337902404	0.738727219	1.04060556	4.628631503	0	61.88436466	0.4293	1.44102896	27.58207874	-7.860133145	-6.164247454	-18.8491526	-3.391935355	0	80.07675304	-11.98965823	0.453322489	-7.99310549	0	0	-18.30850658	17.11367663	-18.18474152	0	0.430260304	0	13.42630758	56.13302088	0	0	1.355373	0	26.43545813	28.08669436	0	0.150597	-23.46685327	-11.98965823	0	1.40030853	0	0	0	0.286840202	2.740606088	0	0	0	-37.1419009	0	-6.90002211	0	0	0	-6.423230346	-14.70760662	-19.53201958	0.531889379	-3.996552745	-7.68745271	0	0	-12.55541821	0.90581139	0	0	0.52	0	7.986777719	0	1.201984394	-3.580360006	0.52	1.514934575	0	-18.69390342	-19.67711094	0	0.962149683	-3.696056646	0
21.75668028	8.436182113	0	31.33696453	2.865722125	1.66271249	29.16163569	5.274381813	12.0399577	20.88446935	0.15282639	0	0	0.438625125	0.280248049	0	-31.40523657	0	0	-29.87202441	0.385524884	0	0	-6.450335843	0	1.618599571	0	-34.15486	277.0734127	0.444294	5.960273136	-1.026736447	4.784642138	-77.71302051	-5.787035073	44.83526443	-16.0291891	-3.23288695	0.91027017	4.415926311	0.15282639	-25.11246174	8.958850443	0.737264249	1.052783197	5.112710432	0	58.44387127	0.451791	1.340171205	26.37010394	-7.628037138	-6.026848386	-17.83281074	-3.265081446	0	79.8029328	-11.621426	0.697088252	-7.747617331	0	0	-16.13252875	16.06214832	-17.34177773	0	0.398917035	0	12.83935486	58.00903896	0	0	1.37543751	0	29.16048008	26.3770323	0	0.15282639	-22.20690971	-11.621426	0	1.578387734	0	0	0	0.52594469	3.021738309	0	0	0	-31.7835432	0	-6.677443776	0	0	0	-6.217284717	-11.45786418	-18.67878302	0.478320775	-3.873808666	-7.447121233	0	0	-11.24701848	0.914379999	0	0	0.5724	0	7.502129173	0	1.14736081	-3.491228177	0.5724	1.382342887	0	-18.06654429	-19.06854723	0	0.87723781	-3.586968463	0
